RETSKU,PRODUCT TITLE,DETAILED DESCRIPTION,CATEGORIZATION,PRODUCT URL,"PRIMARY IMAGE URL
 ","SELLING PRICE
 ",REGULAR PRICE,Condition,MANUFACTURER NAME,MANUFACTURER PART NUMBER,"UPC / EAN
 ",Availability,Color,Size,Material,Gender,Shipping
0101248PART,CamelBak Rim Runner 100oz Hydrapack '11,CamelBak Rim Runner 100oz Hydrapack '11.  Ample cargo and hydration capacity for a 3-hour to a full-day hike.  Includes NEW Antidote? Reservoir with Quick Link? System.,Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101248PART/PRG,http://www.bicyclebuys.com/productimages/0101248PART.jpg,76.5,85,New,CamelBak,,,,,,Polyester                                         ,,-1
0101249PART,CamelBak Cloud Walker 70oz Hydrapack '11,"CamelBak Cloud Walker 70oz Hydrapack '11.  Grab and go; a pack with the right features, for a quick out-and-back.  Includes NEW Antidote? Reservoir.",Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101249PART/PRG,http://www.bicyclebuys.com/productimages/0101249PART.jpg,58.5,65,New,CamelBak,,,,,,Polyester                                         ,,-1
0101250PART,CamelBak Scout 50oz Kid's Hydrapack '11,CamelBak Scout 50oz Kid's Hydrapack '11.  Ideal for the young explorer who wants to head out on the trail with necessary cargo and hydration.  Includes the new Antidote? Reservoir.,Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101250PART/PRG,http://www.bicyclebuys.com/productimages/0101250PART.jpg,44.1,49,New,CamelBak,,,,,,Polyester                                         ,,-1
0101251PART,CamelBak Octane 18X 100oz Hydrapack '11,"CamelBak Octane 18X 100oz Hydrapack '11.  At 1 lb. with 18L of fully expanded cargo capacity, this pack is perfect for 3+ hours of nonstop action.  Includes the new Antidote? Reservoir with Quick Link? System.",Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101251PART/PRG,http://www.bicyclebuys.com/productimages/0101251PART.jpg,89.1,99,New,CamelBak,,,,,,Polyester                                         ,,-1
0101252PART,CamelBak Octane LR 70oz Hydrapack '11,CamelBak Octane LR 70oz Hydrapack '11.  This Lumbar Reservoir (LR) hydration system keeps water secure and amazingly stable for trail running and adventure races.  Includes the new Antidote? Reservoir with Quick Link? System.,Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101252PART/PRG,http://www.bicyclebuys.com/productimages/0101252PART.jpg,89.1,99,New,CamelBak,,,,,,Polyester                                         ,,-1
0101253PART,CamelBak Octane XCT 100oz Hydrapack '11,CamelBak Octane XCT 100oz Hydrapack '11.  Perfect for minimalist trail running or trail riding.  Includes the new Antidote? Reservoir with Quick Link? System.,Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101253PART/PRG,http://www.bicyclebuys.com/productimages/0101253PART.jpg,71.1,79,New,CamelBak,,,,,,Polyester                                         ,,-1
0101254PART,CamelBak Fairfax 50oz Hydrapack '11,CamelBak Fairfax 50oz Hydrapack '11.  A minimalist pack for cross-training or cycling.  Includes the new Antidote? Reservoir -- the ultimate cure for dehydration.,Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101254PART/PRG,http://www.bicyclebuys.com/productimages/0101254PART.jpg,44.1,49,New,CamelBak,,,,,,Polyester                                         ,,-1
0101255PART,CamelBak Annadel Women's 50oz Hydrapack '11,CamelBak Annadel 50oz Hydrapack '11.  The ideal women's-specific pack for cross-training or cycling. Includes NEW Antidote? Reservoir.,Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101255PART/PRG,http://www.bicyclebuys.com/productimages/0101255PART.jpg,44.1,49,New,CamelBak,,,,,,Polyester                                         ,,-1
0101256PART,CamelBak FlashFlo LR 50oz Hydrapack '11,CamelBak FlashFlo LR 50oz Hydrapack '11.  The perfect pack for the 1.5+ hour fitness walker or hiker who prefers waist-mounted hydration.,Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101256PART/PRG,http://www.bicyclebuys.com/productimages/0101256PART.jpg,40.5,45,New,CamelBak,,,,,,Polyester                                         ,,-1
0101257PART,CamelBak Delaney DC (Dual) Waist Pack '11,CamelBak Delaney DC (Dual) Waist Pack '11.  A double Podium? Chill Bottle configuration keeps water colder longer in a stable platform for long distance training.,Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101257PART/PRG,http://www.bicyclebuys.com/productimages/0101257PART.jpg,44.1,49,New,CamelBak,,,,,,Polyester                                         ,,-1
0101258PART,CamelBak Delaney Race Waist Pack '11,"CamelBak Delaney Race Waist Pack '11.  Light, fast and reliable, the Delaney Race? will take your training routine or race day performance to the next level.",Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101258PART/PRG,http://www.bicyclebuys.com/productimages/0101258PART.jpg,31.5,35,New,CamelBak,,,,,,Polyester                                         ,,-1
0101259PART,CamelBak Delaney Plus Waist Pack '11,"CamelBak Delaney Plus Waist Pack '11.  Ideal for a 10K, the 24 oz Podium? Bottle and 5 oz gel flask equip you to set a personal best.",Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101259PART/PRG,http://www.bicyclebuys.com/productimages/0101259PART.jpg,35.1,39,New,CamelBak,,,,,,Polyester                                         ,,-1
0101260PART,CamelBak M.U.L.E. 100oz Hydrapack '11,CamelBak M.U.L.E. 100oz Hydrapack '11.  The original narrow-gauge pack for 3+ hours of mountain bike action.  Includes the new Antidote? Reservoir with Quick Link? System,Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101260PART/PRG,http://www.bicyclebuys.com/productimages/0101260PART.jpg,89.99,100,New,CamelBak,,,,,,Polyester                                         ,,-1
0101261PART,CamelBak L.U.X.E. Women's 100oz Hydrapack '11,CamelBak L.U.X.E. Women's 100oz Hydrapack '11.  The women's-specific narrow-gauge pack for 3+ hours of trail riding action.  Includes the new Antidote? Reservoir with Quick Link? System.,Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101261PART/PRG,http://www.bicyclebuys.com/productimages/0101261PART.jpg,80.1,89,New,CamelBak,,,,,,Polyester                                         ,,-1
0101264PART,CamelBak H.A.W.G. NV 100oz Hydrapack,CamelBak H.A.W.G. 100oz Hydrapack '11.  The full-day mountain bike pack for adventures in any weather.  Includes the new Antidote? Reservoir with Quick Link? System.,Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101264PART/PRG,http://www.bicyclebuys.com/productimages/0101264PART.jpg,135,150,New,CamelBak,HAWGNV-12,,,,,Polyester                                         ,,-1
0101265PART,CamelBak M.U.L.E. NV 100oz Hydrapack '11,CamelBak M.U.L.E. NV 100oz Hydrapack '11.  The narrow-gauge pack for 3+ hours of all-terrain action in any weather condition.  Includes the new Antidote? Reservoir with Quick Link? System.,Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101265PART/PRG,http://www.bicyclebuys.com/productimages/0101265PART.jpg,89.99,115,New,CamelBak,MULE 100-11,,,,,Polyester                                         ,,-1
0101266PART,CamelBak Charge 240 70oz Hydrapack '11,The CamelBak Charge 240 70oz Hydrapack '11 is a lightweight race-day hydration pack that sits above jersey pockets.  Includes the new Antidote? Reservoir with Quick Link? System.,Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101266PART/PRG,http://www.bicyclebuys.com/productimages/0101266PART.jpg,67.5,75,New,CamelBak,,,,,,Polyester                                         ,,-1
0101267PART,Camelback Capo 100oz. Hydrapack '11,The Camelbak Capo is the mid-sized all-mountain freeride pack to help you go big before you go home. Includes the new Antidote Reservoir with Quick Link System.,Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101267PART/PRG,http://www.bicyclebuys.com/productimages/0101267PART.jpg,89.1,100,New,CamelBak,6156,,,,,Polyester                                         ,,-1
0101268PART,Camelbak The Don 100oz. Hydrapack '11,"Camelbak The Don 100oz. Hydrapack '11.  Carry your full-face helmet, armor and more for a full day thrashing the mountain.  Includes the new Antidote? Reservoir with Quick Link? System",Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101268PART/PRG,http://www.bicyclebuys.com/productimages/0101268PART.jpg,107.1,120,New,CamelBak,,,,,,Polyester                                         ,,-1
0101269PART,CamelBak Antidote Replacement Reservoir,CamelBak Antidote Replacement Reservoir.  Upgrade or replace your reservoir with the Antidote? Reservoir -- the ultimate cure for dehydration.,Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101269PART/PRG,http://www.bicyclebuys.com/productimages/0101269PART.jpg,30,30,New,CamelBak,,,,,,Plastic                                           ,,-1
0100086PART,Profile Design Sync Hydration Belt,"Profile Designs Sync Hydration Belt is the perfect companion to your next epic run. Securely fastened around your waist, the Sync System carries two 8oz. Bottles securely with an industry-first one-handed release mechanism. Padded holsters and high stretc",Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0100086PART/PRG,http://www.bicyclebuys.com/productimages/0100086PART.jpg,39.99,50,New,Profile Designs,HYS2B11,,,,,Nylon                                             ,,-1
0101000PART,CamelBak Charge LR 70oz Hydration Pack,"CamelBak Charge LR 70oz Hydration Pack is a simple, no-frills lumbar hydration pack. 2 liter liquid capacity (427 C.I. total pack capacity) and space to hold just enough to get you out and back home with very little fuss.",Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101000PART/PRG,http://www.bicyclebuys.com/productimages/0101000PART.jpg,90,100,New,CamelBak,,,,,,Nylon                                             ,,-1
0101735PART,CamelBak Blowfish 70oz Hydrapack,"CamelBak Blowfish Hydrapackhas a 70oz (2 Liters) reservoir capacity.  Includes the new Antidote? Reservoir with Quick Link? System.  The Reservoir has a lightweight fillport, dryer arms, center baffling and low-profile design.  The patented Big Bite? Valv",Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101735PART/PRG,http://www.bicyclebuys.com/productimages/0101735PART.jpg,76.5,85,New,CamelBak,BLOW12,,,,,Nylon                                             ,,-1
0101736PART,CamelBak Charge 100oz Hydrapack,The CamelBak Charge 100oz has the Antidote reservoir with Quick Link System.  A 100oz capacity for liquid and a total carrying capacity of 701 cubic inches.  Ultra light materials were used f\to make this pack.  The harness is a  Ultra-light 3-D Mesh Inde,Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101736PART/PRG,http://www.bicyclebuys.com/productimages/0101735PART.jpg,103.5,115,New,CamelBak,charg100,,,,,Nylon                                             ,,-1
0101350PART,CamelBak Lobo 100oz Hydrapack *12,"CamelBak Lobo 100oz Hydrapack.  The sleek hydration pack for 3+ hours of mountain biking with essential gear.  Includes the new 100 oz (3 L) Antidote reservoir with Quick Link? System, 1/4 turn - easy open/close cap, lightweight fillport, dryer arms, cent",Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101350PART/PRG,http://www.bicyclebuys.com/productimages/0101350PART.jpg,76.5,85,New,CamelBak,LOBO12,,,,,Nylon                                             ,,-1
0101351PART,CamelBak M.U.L.E. 100oz Hydrapack '12,"CamelBak M.U.L.E. 100oz Hydrapack is the original narrow-gauge pack for 3+ hours of mountain bike action.  Includes the new 100 oz (3 L) Antidote reservoir with Quick Link? System, 1/4 turn - easy open/close cap, lightweight fillport, dryer arms, center b",Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101351PART/PRG,http://www.bicyclebuys.com/productimages/0101351PART.jpg,90,100,New,CamelBak,MULE-12,,,,,Nylon                                             ,,-1
0101352PART,CamelBak M.U.L.E. NV 100oz Hydrapack '12,CamelBak M.U.L.E. NV 100oz Hydrapack has a Hydration Capacity of 100 oz (3 L) and a cargo Capacity of 671 cu in (11 L).  The narrow-gauge pack for 3+ hours of all-terrain action in any weather condition.  Includes the new 100 oz (3 L) Antidote reservoir w,Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101352PART/PRG,http://www.bicyclebuys.com/productimages/0101352PART.jpg,117,130,New,CamelBak,MULE100NV-12,,,,,Nylon                                             ,,-1
0101206PART,CamelBak Octane XCT 100oz Hydrapak '12,"CamelBak Octane XCT 100oz Hydrapak. A slimmed-down version of the infamous Octane, the XCT brings it back-to-basics with 3 litres of fluid capacity and 3.28 litres total capacity.",Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101206PART/PRG,http://www.bicyclebuys.com/productimages/0101206PART.jpg,72,80,New,CamelBak,XCT 100,,,,,Nylon                                             ,,-1
101119,CamelBak Cleaning Brush Kit,Another innovative way to keep your delivery tube and reservoir clean. Includes reservoir brush and tube brush for a complete cleaning solution.,Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101119/PRG,http://www.bicyclebuys.com/productimages/0101119.jpg,10,10,New,CamelBak,90081,7.13853E+11,,,,Plastic                                           ,,-1
101118,CamelBak Cleaning Tablets,"Using the Camelbak cleaning tablets will help keep the reservoir clean and free of foul taste plus odor.  Fast acting, works in just minutes.  Eight tablets included.",Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101118/PRG,http://www.bicyclebuys.com/productimages/0101118.jpg,12,12,New,CamelBak,60061,7.13853E+11,,,,,,-1
101117,CamelBak Big Bite Valve,The patented Big Bite Valve mouthpiece offers Hands-Free Hydration and is ideal for any high-performance situation.,Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101117/PRG,http://www.bicyclebuys.com/productimages/0101117.jpg,6,6,New,CamelBak,90011,7.13853E+11,,,,Plastic                                           ,,-1
101116,CamelBak Reservoir Dryer,"The Camelbak reservior dryer is a plastic body which you can insert into the bladder to make sure that whatever moister is inside can evaporate out. Simply clean your reservoir, insert the dryer, and hang till dry.",Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101116/PRG,http://www.bicyclebuys.com/productimages/0101116.jpg,12,12,New,CamelBak,90091,7.13853E+11,,,,Plastic                                           ,,-1
101125,CamelBak Ergo Hydrolock Valve,"The 90-degree bend in CamelBak?'s Ergo HydroLock? puts the Big Bite? Valve into an ergonomic position for drinking while cycling. With a simple flip, the on/off mechanism can be activated or shut off.",Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101125/PRG,http://www.bicyclebuys.com/productimages/0101125.jpg,6,6,New,CamelBak,90121,7.13853E+11,,,,Plastic                                           ,,-1
1200012,Lizard Skins Insulated Tube Protector,Lizard Skins Insulated Tube Insulator.  Made from 1.5 mm neoprene to keep the water from freezing in the winter and to keep the water cool on a long hot summer ride.,Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/01200012/PRG,http://www.bicyclebuys.com/productimages/01200012.jpg,7.99,10,New,Lizard Skins,,,,,,,,-1
101187,Camelbak Antidote Insulated Tube Director,The Camelbak Tube Director allows you to position the hose exactly where you need it.  A Semi-Rigid design allows hands free use of the hydration pack.,Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101187/PRG,http://www.bicyclebuys.com/productimages/0101187.jpg,22,22,New,CamelBak,90779,7.13853E+11,,,,Plastic                                           ,,-1
150145,Louis Garneau El-Diago Bag,Louis Garneau El-Diago Bag is a waist attached bag.  Carry the essentials as well as a water bottle.,Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0150145/PRG,http://www.bicyclebuys.com/productimages/0150145.jpg,17.99,20,New,Louis Garneau,1493454,7.75505E+11,,,,,,-1
101208,CamelBak Hydrolink Filter Adaptor,"The CamelBak Hydrolink Filter Adaptor allows in-line attachment of all leading filtration and purification products. No need to fill a reservoir through the OMEGA or Screw Cap openings, just backfill the reservoir through the delivery tube assembly.",Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101208/PRG,http://www.bicyclebuys.com/productimages/0101208.jpg,7,7,New,CamelBak,60046,7.13853E+11,,,,,,-1
101209,CamelBak Big Bite Valve Cover,CamelBak Big Bite Valve Cover.  Keep your bite valve clean and make sure no little critter crawl in. Works with all HydroLink components.,Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101209/PRG,http://www.bicyclebuys.com/productimages/0101209.jpg,6,6,New,CamelBak,60116,7.13853E+11,,,,Plastic                                           ,,-1
101224,Camelbak Flow Meter,"Camelbak Flow Meter. Convert any CamelBak? reservoir into an intelligent hydration system with the CamelBak? Flow Meter?. Water Gauge measures how much water you drink, and how much is left in your reservoir. Programmable to monitor personal hydration goa",Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101224/PRG,http://www.bicyclebuys.com/productimages/0101224.jpg,39,39,New,CamelBak,90769,7.13853E+11,,,,Plastic                                           ,,-1
101262,CamelBak Antidote Reservoir Cleaning Kit,CamelBak Antidote Resevoir Cleaning Kit.  The all-in-one tool kit for faster cleaning and drying your new Antidote resevoir,Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101262/PRG,http://www.bicyclebuys.com/productimages/0101262.jpg,20,20,New,CamelBak,90764,7.13853E+11,,,,Plastic                                           ,,-1
101270,CamelBak Fresh Reservoir Filter,"CamelBak Fresh Reservoir Filter.  Stay hydrated with fresh-filtered water, wherever adventure takes you.",Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101270/PRG,http://www.bicyclebuys.com/productimages/0101270.jpg,20,20,New,CamelBak,90766,7.13853E+11,,,,Plastic                                           ,,-1
1011969,Camelbak Pure Flow Tube,"Replacement Pure Flow? tube fits any CamelBak? reservoir.  Multi-layered Pure Flow? drink tube keeps water tasting fresh.

Tube Length: 38.5 in (978 mm)

 
Name:
 * Required * 500 Max * Invalid Characters

Review: 
 * 500 Max * Required * Invalid",Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/1011969/PRG,http://www.bicyclebuys.com/productimages/1011969.jpg,9,9,New,CamelBak,90768,7.13853E+11,,,,Plastic                                           ,,-1
101001,CamelBak Ultra LR Vest 70oz. Hydrapak Skydiver/Egret,"CamelBak Ultra LR Vest 70oz. Hydrapak. The slimmest, most versatile pak in the CamelBak lineup, the Ultra LR Vest is designed with your body's natural range of motion in mind. Elite racers, hikers, runners and climbers will benefit from the Ultra Vest's s",Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101001/PRG,http://www.bicyclebuys.com/productimages/0101001.jpg,117,130,New,CamelBak,61923,8.86799E+11,,,,Nylon                                             ,,-1
101114,CamelBak Big Bite Valve 3 Color Pack,CamelBak Big Bite Valve 3 Color Pack. Add spice to your CamelBak Hydration Pak with these factory replacement bite valves. One of the leading reasons for mildew buildup in your CamelBak is in the bite valve. These will fit just about any hydrapack. BPA Fr,Sporting Goods > Bicycles & Scooters > Hydration Packs,http://www.bicyclebuys.com/item/0101114/PRG,http://www.bicyclebuys.com/productimages/0101114.jpg,12,12,New,CamelBak,90816,8.86799E+11,,,,Rubber                                            ,,-1
UNICYCLEPART,Avenir Unicycle,"The Avenir Unicycle is one of the best learner unicycles on the market.  Strong, user friendly features like a padded seat and cotterless cranks ensure it'll deal with the poundings it will get while you learn. A solid steel frame, chrome plated for that ",Sporting Goods > Bicycles & Scooters > Bicycles,http://www.bicyclebuys.com/item/UNICYCLEPART/PRG,http://www.bicyclebuys.com/productimages/UNICYCLE.jpg,69.99,0,New,Avenir,,,,,,Steel                                             ,,-1
